Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
893,56bDd78BBCdcca4,Novak PLC,http://www.lozano.com/,Bouvet Island (Bouvetoya),Mandatory attitude-oriented data-warehouse,1973,Non - Profit / Volunteering,5821
894,7cF53a7abbA2CA1,"Carter, Hodge and Franco",http://www.richards-bishop.biz/,Christmas Island,Quality-focused 5thgeneration portal,2019,Maritime,2191
895,e8a5ca6E4D17Fde,Waller-Mcfarland,http://www.perkins.net/,Slovakia (Slovak Republic),Extended upward-trending core,1982,Plastics,2055
896,f7441E4ACC9b9CA,"Hayes, Saunders and Richards",https://www.morris.biz/,Portugal,Customer-focused radical solution,2021,Medical Practice,2526
897,C8ee331607f5eba,Herring-Orr,https://www.middleton-sexton.com/,Germany,Reduced fresh-thinking extranet,2003,Financial Services,8986
898,b5811214D6a5dA3,Bridges Ltd,https://www.galloway.com/,Tuvalu,Networked explicit utilization,1997,International Trade / Development,1583
899,aB32a0ecE7D91dE,Walsh-Shelton,https://burgess.org/,Tunisia,Seamless static adapter,2001,Pharmaceuticals,9737
900,53bB589Efdb6118,George-Hamilton,http://perry.com/,Gambia,Open-architected motivating flexibility,1980,Medical Equipment,3399
901,5AadCaef5FF7aED,Hartman and Sons,https://holder.net/,Senegal,Configurable discrete algorithm,1987,Industrial Automation,8987
902,7aFb4a27BF2fcF7,Chen PLC,https://vang-faulkner.org/,Germany,Re-contextualized needs-based monitoring,2006,Environmental Services,3547
903,cbD3a52cB2c9EdC,Wilkins and Sons,http://tyler-mcbride.net/,Switzerland,Reverse-engineered eco-centric capacity,1994,Information Services,8335
904,b4ABaf98dA4ff0F,Mckay Inc,https://www.fleming.net/,Tajikistan,Visionary executive hierarchy,1974,Non - Profit / Volunteering,4823
905,f6025BcBbd3953e,Jennings-Drake,https://cordova.biz/,Cambodia,Total explicit projection,1977,Leisure / Travel,1422
906,7eeAadBEa1Fb554,Wolfe-Figueroa,http://delgado.com/,United Arab Emirates,Multi-layered value-added methodology,1999,Law Practice / Law Firms,6709
907,4fEfE84ab8d7CA2,Grant LLC,http://bass-ellison.info/,Ireland,Synchronized dedicated implementation,2012,Warehousing,2368
908,Ab2DB5c6c1A2A36,Ochoa-Vaughn,http://www.gardner.com/,Kyrgyz Republic,Ergonomic homogeneous database,2007,Ranching,4342
909,3ee4fbFFa7150bc,Rodgers LLC,http://www.butler-barron.org/,Congo,Extended system-worthy project,1980,Executive Office,1587
910,5BF4D472D771bd2,Ford-Stanton,https://sawyer-norton.biz/,Falkland Islands (Malvinas),Upgradable reciprocal complexity,2005,Wholesale,1903
911,9ec666e820D8B6c,Clements Group,https://www.parker-velez.net/,Guinea,Expanded global leverage,2017,Outsourcing / Offshoring,1615
912,D1ee04A587a0B6F,Mann-Mason,http://bender.com/,Faroe Islands,Multi-layered logistical access,2001,Business Supplies / Equipment,2726
913,edf22a5Aa2b21b7,Wilkins and Sons,http://petersen.com/,Tokelau,Managed zero administration orchestration,1996,Accounting,4615
914,08BCcf6Da86fbA2,Becker-Mann,http://www.mcpherson-harvey.com/,Congo,Customizable uniform capability,1973,Farming,795
915,94DB68A1DddE86f,Cortez-Gibson,http://levine.net/,Singapore,Cross-platform homogeneous capability,2006,Furniture,7581
916,c1FBDC26744C6A6,"Randolph, Trujillo and Frost",http://blanchard.biz/,Finland,Future-proofed encompassing challenge,1987,Online Publishing,4238
917,dEE2ebD7E3caC97,Allison-Spears,http://estrada-zhang.com/,Egypt,Extended static ability,2008,Broadcast Media,869
918,b02FD60CD7A494d,Parks Group,http://larsen.org/,Saint Vincent and the Grenadines,Open-architected background pricing structure,2011,Insurance,7625
919,BFFBbFAa3E7ccaB,Webster-Mclean,https://www.sparks-rosario.com/,Saint Vincent and the Grenadines,Face-to-face bifurcated leverage,1991,Music,5392
920,c3Cac3Fd9C5384e,Rhodes Ltd,https://lowe.com/,Tonga,Down-sized full-range protocol,2006,Health / Fitness,3565
921,a0f1cBF2b9Ddc4D,"Floyd, Novak and Cohen",https://davenport-owens.info/,Nicaragua,Cross-platform context-sensitive customer loyalty,2001,Philanthropy,8594
922,c6a1ABf0EAa97dB,Bennett PLC,http://www.ferguson.org/,Niue,Persevering stable firmware,2001,Aviation / Aerospace,8909
923,BeeF0bF7cABe089,Macdonald Group,https://gutierrez-robles.com/,Antigua and Barbuda,Multi-layered fresh-thinking website,2016,Individual / Family Services,778
924,D241fc3BFDEbfeA,"Mcconnell, Hardin and Heath",https://www.murillo-barton.com/,Netherlands,Profound multi-state migration,1994,Printing,5359
925,6eA03577Dc2F3C3,Collins Group,http://clay.info/,Andorra,Multi-lateral user-facing hierarchy,2002,Alternative Dispute Resolution,6644
926,3DdeB6ddCFC4f51,Mccullough and Sons,http://www.chase.com/,Cook Islands,Team-oriented empowering knowledgebase,1985,Publishing Industry,3634
927,EdbbccC6FfB97Ec,Farmer-Paul,https://www.church-frederick.biz/,Mongolia,Quality-focused well-modulated Local Area Network,2002,Capital Markets / Hedge Fund / Private Equity,6681
928,C087578943F19e4,Murillo-Woods,http://www.graves-rocha.net/,Bolivia,Upgradable bottom-line artificial intelligence,1981,Food / Beverages,7222
929,ddCe3797F22d3Ae,Trevino Group,https://guerra-thompson.net/,Benin,Cross-group scalable orchestration,2012,Renewables / Environment,3985
930,aEBEaf895EA8cbC,"Fitzgerald, Dunn and Edwards",https://www.bradshaw-alexander.com/,Malta,Switchable modular interface,2019,Military Industry,4200
931,AFEE981FbACdBE8,"Novak, Petty and Mcintyre",http://www.foley.biz/,British Indian Ocean Territory (Chagos Archipelago),Decentralized holistic interface,1979,Wireless,7809
932,77B0feBad6C4574,Oliver-Walter,https://bailey-hull.com/,Panama,Enterprise-wide fault-tolerant encoding,1995,Information Services,3910
933,e1e2eDe231A49AA,Silva-Ray,https://www.campbell-cowan.org/,Haiti,Realigned full-range utilization,2002,Capital Markets / Hedge Fund / Private Equity,7913
934,8a9190A50adf241,"Riddle, Leach and Gould",http://brown.biz/,Afghanistan,Programmable holistic collaboration,1991,Ranching,3695
935,60ABfeaf173aDba,Mckinney PLC,https://www.sampson.org/,Guadeloupe,Mandatory multimedia product,2001,Hospital / Health Care,7846
936,2E92e71EB9E6Fb7,"Hodges, Good and Kirby",http://www.velasquez.biz/,Haiti,Operative optimizing data-warehouse,2012,Computer Hardware,5703
937,3FCbAacC60B08cC,Kelley-Cantu,https://rubio.com/,Zimbabwe,Programmable tangible groupware,2018,Library,5526
938,812BeDce6135b6b,Lozano-Brooks,http://parsons-donovan.com/,Moldova,Down-sized multi-state capacity,2016,Gambling / Casinos,5730
939,BC470CFbb6ec176,Hicks PLC,http://www.fox-bowman.com/,Saint Lucia,Robust value-added superstructure,1979,Security / Investigations,880
940,E0ce45b0666Dd47,Morse PLC,https://www.cordova-ramsey.info/,Timor-Leste,Phased regional algorithm,2017,Supermarkets,9044
941,6Df0aE5c6992eb7,Rush PLC,https://welch-ward.com/,Saint Barthelemy,Pre-emptive regional frame,2009,Government Relations,1141
942,1C1bC158deE046b,"Barr, James and Gilbert",https://www.farmer-wilkerson.biz/,Cyprus,User-centric static alliance,1989,Paper / Forest Products,8147
943,97c26f0A0DBC10C,"Miranda, Bell and Sanders",http://www.bean.com/,Liberia,Virtual radical parallelism,1995,Fine Art,895
944,30aA99FBfaF7Ae0,"Coffey, Pope and Sims",https://www.webb-chaney.com/,Cuba,Operative leadingedge model,2013,Pharmaceuticals,6139
945,Ab2c152D2c10fA1,Montoya Group,http://www.henderson.net/,Micronesia,Progressive dedicated knowledge user,1970,Medical Equipment,6865
946,a329E38BC365Cd9,"Dominguez, Branch and Mcgee",http://www.austin.com/,New Caledonia,Multi-layered heuristic parallelism,2000,Railroad Manufacture,9858
947,A11b2cc54eAE95b,Fuentes Ltd,http://berry.com/,Bhutan,Mandatory scalable structure,2019,Industrial Automation,643
948,78EA4C2c1CB83aB,"Hansen, Chan and Molina",http://stevens.com/,Benin,Multi-tiered transitional policy,1994,Translation / Localization,8534
949,68Aa8DdF26E3acA,Willis-Skinner,https://www.mcclain.net/,Belize,Automated bifurcated interface,2014,Religious Institutions,2540
950,5447c8AAe9E73f4,Ballard and Sons,http://www.guerra-fernandez.com/,Nicaragua,Assimilated even-keeled protocol,1988,Apparel / Fashion,8756
951,Cb54d184eb3677f,Esparza LLC,https://lozano.com/,Cook Islands,Team-oriented transitional utilization,1994,Telecommunications,2776
952,82DeF5c9D6f513d,Carson-Salas,http://www.mullins.com/,Iceland,Virtual grid-enabled Internet solution,2021,Furniture,2253
953,9d7e4C3afD2392c,Mckee-Bonilla,http://www.charles.net/,Bolivia,Cross-platform heuristic model,2013,Leisure / Travel,157
954,d2eF4c24dA2D2A7,Espinoza LLC,http://www.marsh.com/,Armenia,Versatile regional database,1979,Law Practice / Law Firms,7668
955,8134a275F3fD175,Olson-Curtis,https://ayers.net/,Slovenia,Triple-buffered object-oriented challenge,1998,Individual / Family Services,2529
956,C44A5CdF9c829e3,Landry Group,http://www.morse.net/,Burkina Faso,Multi-layered analyzing attitude,2019,Chemicals,2273
957,ee1Adb78478Bf80,Logan-Chen,https://sheppard.com/,Burkina Faso,De-engineered modular throughput,1996,Industrial Automation,7532
958,0bCeBFCD12bcb7e,Gordon-Marshall,https://www.hendrix.com/,China,Object-based multi-tasking hierarchy,2019,Accounting,5282
959,496Ed1C0E85d7F5,Pollard and Sons,https://ritter.biz/,Gambia,Multi-channeled holistic Internet solution,1979,Insurance,3098
960,cce3B1c5F77bDF1,Bryan PLC,http://www.decker.com/,Gambia,Future-proofed mission-critical moderator,1986,Government Administration,8423
961,CDfba7A14A6ECea,Mckay and Sons,http://chen-baldwin.com/,Venezuela,Devolved disintermediate superstructure,1987,Government Administration,4906
962,02Fce43cb656920,"Dickerson, Dennis and Decker",http://www.stout-schneider.com/,San Marino,Digitized even-keeled system engine,1990,Oil / Energy / Solar / Greentech,1306
963,fE8bBB899EFcB06,"Caldwell, Shaffer and Woods",https://haney.info/,British Virgin Islands,Diverse context-sensitive solution,1974,Health / Fitness,959
964,ae4A6D29dbbAcff,"Thomas, Hudson and Reyes",http://www.beard-sandoval.org/,Montenegro,Reactive reciprocal archive,1984,Museums / Institutions,5311
965,7DAf5fE7C3B57e4,Wheeler and Sons,https://foley.com/,South Africa,Advanced neutral budgetary management,2011,Health / Fitness,3958
966,734Ae2A83a2C3DC,Sherman-Sutton,https://www.wu.biz/,Kiribati,Ergonomic executive functionalities,1972,Electrical / Electronic Manufacturing,3488
967,0DE4671F41341d6,Avila-Garza,https://harmon.com/,Austria,Devolved holistic matrices,1987,Computer Networking,4204
968,9ec72158e7c46d2,"Blackwell, Kidd and Shields",http://lester.org/,Bolivia,Multi-lateral object-oriented neural-net,1971,Higher Education / Acadamia,219
969,6b345D487EDF9DF,"Blanchard, Forbes and Mendez",https://www.ramsey-barber.biz/,Brunei Darussalam,Robust scalable conglomeration,1994,Import / Export,5533
970,C662BcEFcDcBFd0,"Khan, Trevino and Armstrong",http://www.griffith.net/,Uzbekistan,Cloned neutral synergy,1985,Legal Services,1559
971,fcDBf9Ac5F68EAa,Sanford LLC,http://ramirez.biz/,American Samoa,Robust homogeneous support,1980,Computer Hardware,3512
972,b9DbF9f1f3eb9b5,Norris Ltd,https://www.collins.info/,Rwanda,Cloned cohesive protocol,2006,Glass / Ceramics / Concrete,3416
973,6f8e7fE3ccFCB7C,Griffin and Sons,http://vasquez.net/,Australia,Distributed intangible algorithm,2000,Other Industry,7640
974,ca8e1DFBa7b1d8D,"Lewis, Frank and Pittman",https://www.wise-randall.com/,Central African Republic,Object-based user-facing parallelism,1985,Legislative Office,6628
975,a7B1B0c9B11Ae4B,Oconnor Ltd,https://collier-jarvis.com/,Norway,Open-architected national system engine,2019,Outsourcing / Offshoring,9774
976,Ff529EFa06CDDDB,Hanna-Richardson,http://www.ali.com/,Nicaragua,Ameliorated dynamic architecture,1975,Sporting Goods,8738
977,8c4d487caBCE6e9,Mcclain-Wilcox,https://www.nash.com/,Cameroon,Networked motivating structure,1981,Pharmaceuticals,1740
978,4da9eadf56d81a4,Cunningham and Sons,http://www.estes.com/,Turks and Caicos Islands,Organic user-facing methodology,1991,Import / Export,2190
979,4255E3e4ACf7ABF,Pearson-Fletcher,https://www.duffy.net/,Bolivia,Assimilated dedicated encoding,1987,Consumer Services,7374
980,bec776b6C8Ce1Ac,"Potter, Murillo and Garza",https://www.bruce.com/,Algeria,Synchronized transitional focus group,1977,Music,1552
981,2FFF9aC231a6768,Duffy and Sons,https://simmons.com/,Burkina Faso,Front-line analyzing protocol,2011,Insurance,5250
982,90BBF5C6D616DBF,Harvey-Horton,http://www.mejia.net/,Austria,Grass-roots secondary conglomeration,2007,Pharmaceuticals,3787
983,Fd815e01cdD2f00,Finley-Lee,http://www.wright.com/,Mexico,Exclusive next generation definition,1985,Utilities,6652
984,7ade65D42Df0D0f,Morse and Sons,http://www.santiago.com/,Serbia,Synergized 6thgeneration product,1975,Gambling / Casinos,1580
985,eB6f8cCC4C416e6,Johns-Pham,https://www.weeks-cruz.com/,Tunisia,Up-sized zero administration open architecture,2009,Oil / Energy / Solar / Greentech,4644
986,3DeebF49BD2fcE7,"Tucker, Rocha and Bonilla",http://www.ryan.org/,Anguilla,Synergized maximized leverage,2016,Library,8125
987,ecEDFb72DaEeBbC,"Mullins, Castaneda and Bernard",https://www.sampson.com/,Argentina,Proactive optimal structure,1998,Research Industry,8861
988,db0ECF7Ddcc3a7a,Alexander PLC,http://www.barker.biz/,Barbados,Expanded multi-state flexibility,1999,Financial Services,3866
989,73fAc61EFec51Cd,"Bass, Mcintosh and Harrison",http://lucero-bruce.com/,Jordan,Open-source directional conglomeration,1983,Insurance,2712
990,040bdDAFC73CB32,"Tanner, Lambert and Strickland",https://www.cantu.com/,Botswana,Versatile context-sensitive conglomeration,1985,Recreational Facilities / Services,5597
991,bFCb5cE5b9cEEFE,Nixon LLC,http://www.andersen-yu.com/,Tanzania,Reactive local ability,2019,Writing / Editing,7940
992,958CAbB9B17124D,"Vega, Miller and Calderon",http://www.joseph-contreras.com/,Cambodia,Sharable asymmetric monitoring,2012,Professional Training,8250
993,35762be17cA3D47,Howe and Sons,https://www.nunez.com/,Cocos (Keeling) Islands,Future-proofed didactic middleware,2007,Logistics / Procurement,1424
994,6fcB10dA7E6f9Df,Hood Ltd,http://www.berry.com/,Cote d'Ivoire,Customer-focused 4thgeneration Graphical User Interface,1972,Machinery,640
995,27CEbbbBCF4E17f,Curtis LLC,http://www.davenport.com/,Finland,Upgradable demand-driven success,1975,Philanthropy,36
996,e5CEc38aa9A580b,Bullock Group,https://medina-bernard.com/,Turkmenistan,Public-key scalable conglomeration,1998,Wine / Spirits,6547
997,cEF9B4675E4bBd0,Mason Inc,https://franco-walls.com/,United States of America,Distributed exuding initiative,2015,Law Enforcement,9723
998,9abEb8aaFd25E04,Houston and Sons,http://mcgee.com/,Kenya,Stand-alone multi-state neural-net,1981,Civic / Social Organization,5355
999,de5Fc71DE825bFc,Olson-Solomon,https://koch.com/,Cocos (Keeling) Islands,Virtual responsive moderator,2013,Investment Banking / Venture,3825
1000,3ddb89ecD83B533,"Maddox, Owen and Shepherd",https://www.hamilton.com/,Guinea,Reactive bottom-line pricing structure,2019,Animation,4467
